,id,pid,ms_subclass,ms_zoning,lot_area,street,regular_lot,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_floors,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,fancy_masonry,mas_vnr_area,exter_exc,exter_cond,conc_found,bsmt_exc,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_exc,central_air,stand_elec,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_exc,totrms_abvgrd,functional,fireplaces,garage_connect,garage_cars,garage_area,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,sell_diff,remod_diff,remod_x_sell,salepricelog,over_exc,qual_sqaure,exc_x_qual
619,1340,903228090,45,RM,5000,Pave,1,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,992.0,992.0,GasA,1,1,1,1013,0,0,1013,0.0,0.0,1,0,3,1,0,6,Typ,0,0,1.0,160.0,1,0,0,101,0,0,No,0,4,2008,WD ,113000,82,58,4756,11.635143097694478,1,36,36
624,2834,908225180,50,RL,6956,Pave,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5,4,7,1948,1950,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,Gd,0,0,TA,Mn,Unf,0.0,Unf,0.0,624.0,624.0,GasA,1,1,1,624,312,0,936,0.0,0.0,1,0,3,1,0,5,Typ,0,1,1.0,265.0,1,0,0,0,0,0,No,0,4,2006,WD ,97900,58,56,3248,11.491701828518602,1,16,16
625,517,528456240,20,FV,7862,Pave,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.0,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,TA,No,GLQ,27.0,Unf,0.0,1191.0,1218.0,GasA,1,1,1,1218,0,0,1218,0.0,0.0,2,0,2,1,1,4,Typ,0,1,2.0,676.0,1,0,102,0,0,0,No,0,9,2009,New,208300,0,0,0,12.246734627249063,16,36,576
634,35,527453150,120,RL,2280,Pave,1,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1.0,7,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,0,0.0,0,TA,0,1,TA,No,Unf,0.0,Unf,0.0,836.0,836.0,GasA,1,1,1,836,0,0,836,0.0,0.0,1,0,2,1,0,4,Typ,0,1,1.0,308.0,1,0,30,0,0,0,No,0,6,2010,WD ,120000,35,35,1225,11.695247021764184,4,49,196
638,2211,909275030,90,RH,6270,Pave,1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2.0,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,BLQ,284.0,Unf,0.0,717.0,1001.0,GasA,0,0,0,1001,1001,0,2002,0.0,0.0,2,0,4,2,0,8,Typ,0,1,3.0,871.0,1,0,0,0,0,0,No,0,8,2007,WD ,145000,58,57,3306,11.884489021402711,0,25,0
640,2420,528228280,120,RL,3087,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,1,14.0,1,TA,1,1,TA,Av,GLQ,453.0,Unf,0.0,767.0,1220.0,GasA,1,1,1,1364,0,0,1364,1.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,437.0,1,100,16,0,0,0,No,0,11,2006,New,210250,0,0,0,12.256052577835195,16,49,784
652,2207,909254140,30,RL,4280,Pave,1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.0,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,0,0.0,0,TA,1,0,TA,No,LwQ,365.0,Unf,0.0,75.0,440.0,GasA,0,0,1,694,0,0,694,0.0,0.0,1,0,2,1,1,4,Typ,1,0,1.0,352.0,0,0,0,34,0,0,MnPrv,0,3,2007,WD ,90350,94,5,470,11.411446296020374,1,25,25
655,1037,527403360,20,RL,7560,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,5,1971,1971,Hip,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,1,TA,No,Rec,119.0,ALQ,613.0,132.0,864.0,GasA,0,1,1,864,0,0,864,1.0,0.0,1,0,3,1,0,5,Typ,0,0,2.0,576.0,1,0,0,0,0,0,No,0,5,2008,WD ,123000,37,37,1369,11.719939634354555,1,25,25
659,685,535453200,20,RL,7931,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,0,0.0,0,TA,0,0,TA,No,BLQ,1148.0,Unf,0.0,0.0,1148.0,GasA,0,1,1,1148,0,0,1148,1.0,0.0,1,0,3,1,0,6,Typ,0,1,1.0,672.0,1,0,0,0,0,0,GdPrv,0,7,2009,WD ,132500,50,50,2500,11.794337924408413,0,25,0
660,1358,903427090,70,RM,5100,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.0,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,0,0.0,0,Gd,1,0,TA,No,Unf,0.0,Unf,0.0,588.0,588.0,GasA,0,1,1,833,833,0,1666,0.0,0.0,1,0,3,1,1,7,Typ,1,0,1.0,228.0,1,192,63,0,0,0,MnPrv,0,6,2008,WD ,161000,83,12,996,11.9891596439666,1,64,64
665,855,907201280,20,RL,6950,Pave,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1.0,5,7,1979,1979,Gable,CompShg,HdBoard,HdBoard,1,40.0,0,TA,0,0,TA,No,ALQ,710.0,BLQ,72.0,132.0,914.0,GasA,0,1,1,914,0,0,914,1.0,0.0,1,0,2,1,0,5,Typ,0,1,2.0,444.0,1,0,0,0,0,0,No,0,10,2009,WD ,134900,30,30,900,11.812289042195847,0,25,0
667,2205,909254100,70,RL,7155,Pave,1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.0,6,8,1926,1991,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,686.0,686.0,GasA,0,1,1,686,775,0,1461,0.0,0.0,1,0,3,1,0,6,Typ,1,0,1.0,225.0,0,0,0,116,0,0,MnPrv,0,7,2007,WD ,135000,81,16,1296,11.813030057420567,0,36,0
669,1741,528222090,20,RL,7697,Pave,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1.0,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,1,0.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,1246.0,1246.0,GasA,1,1,1,1258,0,0,1258,0.0,0.0,2,0,3,1,1,6,Typ,0,1,2.0,462.0,1,0,0,0,0,0,No,0,8,2007,New,173500,0,0,0,12.063932878369052,16,49,784
670,2735,905426100,20,RL,7800,Pave,1,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2.0,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,Gd,0,0,Gd,No,GLQ,603.0,Unf,0.0,293.0,896.0,GasA,1,1,1,1112,896,0,2008,1.0,0.0,3,0,3,1,1,8,Typ,0,1,1.0,230.0,1,103,0,0,0,0,No,0,8,2006,WD ,225000,58,4,232,12.323855681186558,4,25,100
673,1176,533236060,160,FV,2645,Pave,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2.0,8,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,1,466.0,1,TA,1,1,TA,No,GLQ,612.0,Unf,0.0,348.0,960.0,GasA,1,1,1,962,624,0,1586,1.0,0.0,2,1,3,1,1,7,Typ,0,0,2.0,480.0,1,169,0,0,0,0,No,0,12,2008,WD ,170000,9,9,81,12.043553716032399,16,64,1024
677,1598,923225370,180,RM,1596,Pave,1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,1.5,4,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,0,0.0,0,TA,0,1,TA,Gd,GLQ,437.0,Unf,0.0,25.0,462.0,GasA,0,1,1,526,462,0,988,1.0,0.0,1,0,1,1,0,4,Typ,1,1,1.0,297.0,1,0,101,0,120,0,GdWo,0,7,2008,WD ,94900,35,35,1225,11.460578984598019,1,16,16
678,1965,535453150,20,RL,7315,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,0,0.0,0,TA,0,0,TA,No,Rec,625.0,Unf,0.0,545.0,1170.0,GasA,0,1,1,1170,0,0,1170,0.0,1.0,1,0,3,1,0,6,Typ,1,1,1.0,338.0,1,0,0,0,0,225,No,0,3,2007,WD ,140000,49,49,2401,11.84939770159144,0,25,0
679,2651,902134060,70,RM,7614,Pave,1,Lvl,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,2.0,3,5,1905,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,Fa,Mn,Unf,0.0,Unf,0.0,738.0,738.0,GasA,1,1,0,714,662,0,1376,0.0,0.0,1,0,2,1,0,7,Typ,0,0,1.0,216.0,0,0,0,104,0,225,No,0,3,2006,WD ,96900,101,56,5656,11.481434797878858,1,9,9
686,759,903481120,50,RM,5160,Pave,1,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,Fa,0,0,TA,No,Unf,0.0,Unf,0.0,1204.0,1204.0,GasA,0,1,0,1204,462,0,1666,0.0,0.0,1,0,3,1,0,4,Typ,0,0,1.0,384.0,1,0,0,148,0,0,No,0,8,2009,WD ,135000,82,59,4838,11.813030057420567,0,36,0
689,1415,905477050,190,RL,7000,Pave,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2.0,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,1,TA,Gd,GLQ,969.0,Unf,0.0,148.0,1117.0,GasA,0,1,1,820,527,0,1347,1.0,0.0,1,0,3,1,0,5,Typ,0,0,0.0,0.0,0,85,0,148,0,0,No,0,1,2008,WD ,107500,98,17,1666,11.585246126549855,1,25,25
690,2048,904302010,190,RL,4484,Pave,0,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,2fmCon,1.5,5,6,1942,1979,Gable,CompShg,Plywood,Plywood,0,0.0,0,TA,0,0,TA,No,ALQ,485.0,Unf,0.0,187.0,672.0,GasA,0,0,1,778,504,0,1282,1.0,0.0,1,0,2,1,0,4,Typ,0,0,1.0,240.0,1,0,88,0,0,0,MnPrv,0,7,2007,WD ,108500,65,28,1820,11.594505451962652,0,25,0
697,413,527454050,160,RL,2308,Pave,1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2.0,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,0,0.0,0,TA,0,0,TA,No,ALQ,257.0,Rec,495.0,103.0,855.0,GasA,0,1,1,855,467,0,1322,0.0,1.0,2,1,3,1,0,6,Typ,1,1,2.0,440.0,1,260,0,0,0,0,No,0,6,2009,WD ,147000,35,35,1225,11.898187865760873,0,36,0
698,751,903429080,70,RM,2500,Pave,1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.0,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,0,0.0,1,TA,1,0,TA,No,ALQ,299.0,Unf,0.0,611.0,910.0,GasA,1,1,1,916,910,0,1826,1.0,0.0,1,1,4,1,1,7,Min2,1,1,1.0,164.0,1,0,0,0,0,0,No,0,6,2009,WD ,155000,94,4,376,11.951180395901384,9,49,441
700,207,903454060,190,RM,5600,Pave,1,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2.0,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,0,0.0,0,Fa,0,0,No,No,No,0.0,No,0.0,0.0,0.0,GasA,0,0,1,372,720,0,1092,0.0,0.0,2,0,3,2,0,7,Mod,0,0,0.0,0.0,0,0,0,0,0,0,No,3500,7,2010,WD ,55000,80,60,4800,10.915088464214607,0,16,0
702,891,908152100,80,RL,7200,Pave,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,1,255.0,0,TA,0,0,TA,Av,ALQ,631.0,Unf,0.0,410.0,1041.0,GasA,1,1,1,1125,0,0,1125,1.0,0.0,1,0,3,1,0,6,Typ,1,0,1.0,352.0,1,296,0,0,0,0,GdWo,0,10,2009,WD ,125000,33,33,1089,11.736069016284437,1,36,36
704,1298,902134100,30,RM,6756,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.0,5,6,1910,1950,Mansard,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,Gd,No,Unf,0.0,Unf,0.0,481.0,481.0,GasA,0,0,0,899,0,0,899,0.0,0.0,1,0,2,1,0,5,Typ,0,0,1.0,200.0,0,0,0,96,0,0,No,0,9,2008,WD ,78000,98,58,5684,11.26446410567173,0,25,0
713,1335,903226060,50,RM,6000,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5,6,7,1940,1989,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,ALQ,521.0,Unf,0.0,460.0,981.0,GasA,1,1,1,1014,658,0,1672,0.0,0.0,1,1,3,1,1,6,Typ,1,0,1.0,240.0,1,0,11,0,0,0,GdPrv,0,7,2008,WD ,164900,68,19,1292,12.01309450854769,4,36,144
715,681,535452090,20,RL,7350,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,1041.0,1041.0,GasA,1,1,1,1041,0,0,1041,0.0,0.0,1,0,3,1,0,6,Typ,0,1,1.0,294.0,1,0,0,0,0,0,GdWo,0,3,2009,WD ,128000,51,51,2601,11.759785542901755,1,25,25
716,1383,905107280,85,RL,7703,Pave,0,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1.5,6,8,1978,1978,Gable,CompShg,HdBoard,HdBoard,0,40.0,0,TA,0,1,TA,Gd,ALQ,450.0,Unf,0.0,0.0,450.0,GasA,1,1,1,1034,0,0,1034,0.0,1.0,1,0,3,1,0,6,Typ,1,0,2.0,504.0,1,311,0,0,0,0,GdWo,0,5,2008,WD ,153000,30,30,900,11.938193200374572,4,36,144
717,1359,903429010,50,RM,4347,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5,6,8,1910,1950,Gambrel,CompShg,MetalSd,MetalSd,0,0.0,1,TA,0,1,Gd,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,1,1,1,825,784,0,1609,0.0,0.0,1,0,3,1,0,7,Typ,0,0,1.0,228.0,0,0,182,0,0,0,No,0,6,2008,WD ,127500,98,58,5684,11.755871643580617,9,36,324
721,2468,528488110,20,FV,7200,Pave,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.0,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,1,68.0,1,TA,1,1,TA,No,GLQ,905.0,Unf,0.0,357.0,1262.0,GasA,1,1,1,1262,0,0,1262,0.0,0.0,2,0,2,1,1,5,Typ,0,1,2.0,572.0,1,0,120,0,0,0,No,0,5,2006,New,185000,0,0,0,12.128111104060462,16,36,576
723,719,902329080,70,RM,3600,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.0,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,1,1,1,664,624,0,1288,1.0,0.0,1,0,3,1,1,5,Typ,1,1,1.0,280.0,0,0,103,0,0,0,No,0,5,2009,WD ,119000,92,2,184,11.686878772093667,4,36,144
724,405,527451320,160,RM,1680,Pave,1,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2.0,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,1,142.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,0,1,1,630,672,0,1302,0.0,0.0,2,1,3,1,0,6,Typ,0,0,1.0,280.0,1,0,0,0,0,0,No,0,5,2009,COD,112000,38,38,1444,11.626254150277232,0,25,0
725,2506,533208050,120,FV,3316,Pave,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1.0,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,0,0.0,1,TA,1,1,TA,No,GLQ,1039.0,Unf,0.0,208.0,1247.0,GasA,1,1,1,1247,0,0,1247,1.0,0.0,1,1,1,1,1,4,Typ,1,1,2.0,550.0,1,0,84,0,0,0,No,0,4,2006,WD ,197000,1,1,1,12.190959007720126,16,64,1024
728,1727,528188160,120,RL,3242,Pave,1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1.0,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,1,235.0,1,TA,1,1,TA,No,GLQ,1000.0,Unf,0.0,405.0,1405.0,GasA,1,1,1,1405,0,0,1405,1.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,478.0,1,136,36,0,0,0,No,0,3,2007,WD ,200000,4,4,16,12.206072645530174,16,49,784
736,172,902106130,30,RM,4485,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.0,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,1,0,TA,No,BLQ,579.0,Unf,0.0,357.0,936.0,GasA,0,1,1,936,0,0,936,1.0,0.0,1,0,2,1,0,5,Typ,1,0,0.0,0.0,0,51,0,135,0,0,MnPrv,0,5,2010,WD ,109500,90,60,5400,11.603679828238693,0,25,0
738,1979,902110010,30,RM,3153,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.0,5,6,1920,1990,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,967.0,967.0,GasA,1,1,1,967,0,0,967,0.0,0.0,1,0,2,1,0,5,Typ,1,0,1.0,180.0,0,0,0,26,0,0,No,0,7,2007,WD ,99900,87,17,1479,11.511924964636645,1,25,25
741,2471,531363080,20,RL,7733,Pave,0,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.0,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,TA,1,0,TA,Mn,GLQ,24.0,Unf,0.0,1118.0,1142.0,GasA,1,1,1,1142,0,0,1142,0.0,0.0,1,1,3,1,1,5,Typ,0,0,0.0,0.0,1,4,50,0,0,0,No,0,1,2006,WD ,139500,1,1,1,11.845819880243557,4,36,144
750,1585,916460060,20,RL,7915,Pave,0,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1.0,6,5,1999,2000,Hip,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,TA,Mn,GLQ,1223.0,Unf,0.0,443.0,1666.0,GasA,1,1,1,1675,0,0,1675,1.0,0.0,2,0,3,1,1,6,Typ,0,1,2.0,435.0,1,165,52,0,0,0,No,0,12,2008,WD ,195000,9,8,72,12.180754837545884,16,36,576
758,1972,535477180,20,RL,6600,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1.0,5,5,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,ALQ,110.0,BLQ,442.0,312.0,864.0,GasA,1,1,1,864,0,0,864,0.0,0.0,1,0,2,1,0,5,Typ,0,0,1.0,294.0,1,58,0,0,0,0,No,0,12,2007,WD ,125500,45,45,2025,11.740061037553975,1,25,25
767,1758,528290060,60,RL,7750,Pave,1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2.0,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,1,1,1,660,660,0,1320,0.0,0.0,2,1,3,1,1,6,Typ,0,1,2.0,400.0,1,0,48,0,0,0,No,0,8,2007,WD ,162000,4,4,16,11.99535161421452,16,49,784
768,2236,910201110,50,RM,6060,Pave,1,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,0,0.0,0,TA,1,0,TA,No,Unf,0.0,Unf,0.0,732.0,732.0,GasA,1,1,1,772,351,0,1123,0.0,0.0,1,0,3,1,0,4,Typ,0,0,1.0,264.0,0,0,0,140,0,0,MnPrv,0,6,2007,WD ,100000,68,57,3876,11.512925464970229,1,16,16
772,679,535451170,90,RL,7200,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1.0,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,0,0.0,0,TA,0,0,No,No,No,0.0,No,0.0,0.0,0.0,Wall,0,0,0,1040,0,0,1040,0.0,0.0,2,0,2,2,0,6,Typ,0,0,2.0,420.0,1,0,0,0,0,0,No,0,6,2009,WD ,90000,60,59,3540,11.407564949312402,0,16,0
775,1273,535453210,20,RL,7931,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,0,0.0,0,TA,0,0,TA,No,BLQ,374.0,LwQ,532.0,363.0,1269.0,GasA,0,1,0,1269,0,0,1269,0.0,0.0,1,1,3,1,0,6,Typ,1,0,1.0,308.0,1,0,0,0,0,0,No,0,6,2008,WD ,155000,48,48,2304,11.951180395901384,0,25,0
779,2408,528186100,20,RL,7740,Pave,1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1.0,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,1,518.0,1,TA,1,1,Gd,No,GLQ,1023.0,Unf,0.0,663.0,1686.0,GasA,1,1,1,1686,0,0,1686,1.0,0.0,2,0,1,1,1,6,Typ,1,1,3.0,899.0,1,266,100,0,0,0,No,0,6,2006,New,332200,0,0,0,12.713492476161331,16,81,1296
782,2000,902401030,40,RM,5400,Pave,1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.0,6,7,1926,2004,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,Gd,0,0,TA,Mn,LwQ,370.0,Unf,0.0,779.0,1149.0,GasA,1,1,0,1149,467,0,1616,0.0,0.0,2,0,3,1,1,5,Typ,0,0,1.0,216.0,1,0,0,183,0,0,No,0,10,2007,WD ,152000,81,3,243,11.931635799828413,4,36,144
785,1976,902106070,50,RM,6000,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,Rec,276.0,Unf,0.0,569.0,845.0,GasA,0,1,1,866,430,0,1296,0.0,0.0,1,0,3,1,0,6,Typ,0,0,2.0,576.0,1,0,0,175,0,0,No,0,7,2007,WD ,127500,80,57,4560,11.755871643580617,0,36,0
787,1600,923228080,160,RM,1477,Pave,1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2.0,6,9,1970,2007,Gable,CompShg,CemntBd,CmentBd,0,0.0,0,Gd,0,0,TA,No,GLQ,358.0,Unf,0.0,188.0,546.0,GasA,1,1,1,546,546,0,1092,0.0,0.0,2,1,3,1,0,6,Typ,0,0,0.0,0.0,1,187,0,0,0,0,No,0,3,2008,WD ,98000,38,1,38,11.49272275765271,1,36,36
790,1205,534276190,20,RL,7785,Pave,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,5,1956,1956,Gable,CompShg,HdBoard,HdBoard,0,0.0,0,TA,0,0,No,No,No,0.0,No,0.0,0.0,0.0,GasA,0,1,1,1014,0,0,1014,0.0,0.0,1,0,2,1,0,6,Typ,0,1,1.0,267.0,1,0,0,40,0,200,GdWo,0,3,2008,WD ,98000,52,52,2704,11.49272275765271,0,25,0
796,1676,527450030,160,RM,2205,Pave,1,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2.0,6,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,1,567.0,0,TA,0,0,TA,No,ALQ,312.0,Unf,0.0,213.0,525.0,GasA,0,1,1,525,567,0,1092,0.0,0.0,1,1,3,1,0,6,Typ,0,0,1.0,264.0,1,144,0,0,0,0,No,0,2,2007,WD ,113500,34,34,1156,11.639558115903595,0,36,0
804,1349,903235010,70,RM,6155,Pave,0,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2.0,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,Fa,Mn,Unf,0.0,Unf,0.0,611.0,611.0,GasA,1,1,1,751,611,0,1362,0.0,0.0,2,0,3,1,0,6,Typ,0,0,2.0,502.0,1,0,0,84,0,0,No,0,6,2008,WD ,128000,88,9,792,11.759785542901755,1,36,36
806,893,908186080,180,RM,3675,Pave,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,1.5,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,1,80.0,0,TA,0,1,TA,Gd,GLQ,547.0,Unf,0.0,0.0,547.0,GasA,1,1,1,1072,0,0,1072,1.0,0.0,1,0,2,1,0,5,Typ,0,0,2.0,525.0,1,0,28,0,0,0,No,0,4,2009,WD ,145500,4,3,12,11.887931365593685,4,36,144
816,572,533221040,160,FV,2998,Pave,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2.0,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,1,513.0,1,TA,1,1,TA,No,GLQ,507.0,Unf,0.0,249.0,756.0,GasA,1,1,1,756,756,0,1512,1.0,0.0,2,1,2,1,1,4,Typ,0,0,2.0,440.0,1,0,32,0,0,0,No,0,8,2009,WD ,180000,9,9,81,12.100712129872347,16,36,576
817,2200,909251040,50,RL,6821,Pave,1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5,6,7,1921,2005,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,BLQ,113.0,Unf,0.0,538.0,651.0,GasA,1,1,1,759,539,0,1298,0.0,0.0,2,0,2,1,0,8,Typ,1,0,1.0,240.0,0,216,0,168,0,0,No,0,8,2007,WD ,146500,86,2,172,11.894780707439258,1,36,36
